# Every named label/address in the real Contra (US) ROM (RAM addresses and
# CPU code addresses alike), extracted from `vermiceli/nes-contra-us`'s own
# build output - this is real, personally-verified data, not guessed:
#
#   1. Install a C toolchain (this project used MSYS2's mingw64 gcc + make
#      on Windows; any gcc/make + git works).
#   2. git clone https://github.com/cc65/cc65.git && cd cc65 && make -j4
#      (produces bin/ca65, bin/ld65, etc.)
#   3. git clone https://github.com/vermiceli/nes-contra-us.git
#   4. Copy your own legally-dumped Contra (USA) ROM into that clone as
#      baserom.nes (MD5 7bdad8b4a7a56a634c9649d20bd3011b - the same ROM
#      contra-nes expects).
#   5. With cc65's bin/ on PATH: bash build.sh Contra
#      This reassembles the disassembly and prints "File integrity
#      matches." if (as it did when this file was generated) the result is
#      byte-for-byte identical to baserom.nes - the concrete confirmation
#      behind docs/NATIVE_PORT.md's trust in this source.
#   6. ld65 (invoked by build.sh) also writes contra.dbg, a full debug
#      symbol table. This file is:
#      grep '^sym.*type=lab' contra.dbg \
#        | sed -E 's/.*name="([^"]+)".*val=(0x[0-9A-Fa-f]+).*/\2 \1/' \
#        | sort
#
# Use this instead of the raw-byte-search technique (search the ROM for a
# routine's known opening instructions, convert the file offset to a CPU
# address by hand - still valid, just slower and only needed for anything
# NOT in this list, if that ever comes up) documented in
# docs/NATIVE_PORT.md and docs/FIDELITY.md: an exact address for almost any
# named routine or RAM variable, instantly, with no guessing. Cross-checked
# against two addresses already found the hard way before this file
# existed - `get_bg_collision` (0xE0BB) and `initialize_enemy` (0xEE47) -
# both match exactly.
#
# Regenerate this file (steps above) any time; it's a derived reference,
# not hand-maintained.
0xA330 sound_3d_part_00
0xA331 @eval_data_byte
0xA333 sound_3d_part_01
0xA335 sound_3d_part_02
0xA33D sound_3d_part_03
0xA346 graphic_data_0f
0xA347 @set_delay_exit
0xA34C @find_slot_init_red_blue_soldier
0xA357 sound_3d_part_04
0xA35A @init_red_blue_soldier
0xA365 @exit
0xA365 sound_3d_part_05
0xA367 red_blue_soldier_gen_routine_01_exit
0xA368 red_blue_soldier_data_tbl
0xA36F sound_3d_part_06
0xA372 alt_graphic_data_02
0xA37F sound_3d_part_07
0xA384 ice_grenade_generator_routine_ptr_tbl
0xA38A ice_grenade_generator_routine_00
0xA399 ice_grenade_generator_routine_01
0xA3AB ice_grenade_routine_ptr_tbl
0xA3B5 ice_grenade_routine_00
0xA3D6 ice_grenade_exit
0xA3D7 ice_grenade_routine_01
0xA3DB lvl_2_pulse_volume_00
0xA3E0 @continue
0xA3E7 graphic_data_11
0xA3E8 lvl_2_pulse_volume_01
0xA3EE lvl_2_pulse_volume_02
0xA3F5 lvl_2_pulse_volume_03
0xA4 EDGE_FALL_CODE
0xA402 lvl_2_pulse_volume_04
0xA40A ice_grenade_sprite_tbl
0xA40E tank_routine_ptr_tbl
0xA40F lvl_2_pulse_volume_05
0xA41A tank_routine_00
0xA41C sound_3e_part_00
0xA430 sound_3e_part_01
0xA441 sound_3e_part_02
0xA448 tank_routine_01
0xA457 sound_3e_part_03
0xA45D tank_move_logic
0xA468 sound_3e
0xA471 @draw_tire
0xA47E sound_3e_part_04
0xA48F sound_3e_part_05
0xA492 @draw_back_tire
0xA4A1 @draw_specific_tire
0xA4A5 sound_3e_part_06
0xA4AB @exit
0xA4AC tank_stop
0xA4AE level_6_nametable_update_supertile_data
0xA4B5 sound_3e_part_07
0xA4C6 tank_adv_routine
0xA4C9 tank_update_pos
0xA4EB tank_routine_exit
0xA4EC tank_attack_delay_tbl
0xA4EE tank_routine_02
0xA4FB sound_3e_part_08
0xA4FE @check_aim_fire
0xA4FE level_6_palette_data
0xA500 graphic_data_1a
0xA508 sound_3e_part_09
0xA51B sound_3e_part_0a
0xA52C @keep_aim_direction
0xA532 sound_3e_part_0b
0xA533 @set_bullets_draw_turret
0xA53C @draw_tank_turret_supertile
0xA545 sound_3e_part_0c
0xA55C sound_3e_part_0d
0xA567 level_6_nametable_update_palette_data
0xA56B @create_bullet
0xA56E level_7_tile_animation
0xA570 sound_3f
0xA575 sound_3f_part_00
0xA59C @set_delay_exit
0xA59F tank_exit
0xA5A0 tank_turret_supertile_code_tbl
0xA5A3 tank_bullet_pos_vel_tbl
0xA5AA level_7_supertile_data
0xA5AC tank_set_palette_update_pos
0xA5B5 tank_routine_03
0xA5B9 sound_3f_part_01
0xA5C3 tank_check_removal
0xA5C9 sound_3f_part_02
0xA5DD sound_3f_part_03
0xA5DE tank_routine_03_exit
0xA5DF tank_wheel_supertile_tbl
0xA5E0 sound_3f_part_04
0xA5E3 tank_routine_04
0xA5E5 sound_3f_part_05
0xA5EB sound_40
0xA5F7 sound_40_part_00
0xA5F8 tank_routine_05
0xA5FD sound_40_part_01
0xA6 PLAYER_ANIMATION_FRAME_INDEX
0xA630 sound_40_part_02
0xA63B sound_40_part_03
0xA64E sound_40_part_04
0xA65A @dec_var_1_exit
0xA65A sound_40_part_05
0xA65D @exit
0xA65E @dec_delay_exit
0xA662 tank_destroy_tbl
0xA663 sound_40_part_06
0xA66F sound_40_part_07
0xA67A sound_41
0xA680 tank_set_palette
0xA684 sound_41_part_00
0xA68B sound_41_part_01
0xA695 tank_palette_tbl
0xA697 sound_41_part_02
0xA69A boss_ufo_routine_ptr_tbl
0xA6A0 sound_41_part_03
0xA6B0 sound_41_part_04
0xA6B2 boss_ufo_routine_00
0xA6C2 sound_41_part_05
0xA6C3 boss_ufo_routine_01
0xA6DA @continue
0xA6DF boss_ufo_set_delay_adv_routine
0xA6E2 boss_ufo_x_pos_tbl
0xA6E4 sound_41_part_06
0xA6E6 boss_ufo_routine_02
0xA6EC boss_ufo_draw_supertile_a
0xA6EC sound_41_part_07
0xA6F0 sound_41_part_08
0xA6F8 sound_41_part_09
0xA706 lvl_2_pulse_volume_06
0xA712 alt_graphic_data_03
0xA713 lvl_6_pulse_volume_06
0xA716 boss_ufo_exit_00
0xA717 boss_ufo_supertile_update_ptr_tbl
0xA71B boss_ufo_supertile_pos_tbl
0xA71B lvl_6_pulse_volume_07
0xA723 boss_ufo_routine_03
0xA728 lvl_7_pulse_volume_00
0xA72B @timer_elapsed
0xA735 sound_43_part_00
0xA73B boss_ufo_draw_blue_top
0xA746 sound_43_part_01
0xA759 boss_ufo_supertile_update_ptr_tbl_2
0xA759 sound_43_part_02
0xA761 boss_ufo_routine_04
0xA76E sound_43_part_03
0xA793 sound_42
0xA7A2 @continue
0xA7AA boss_ufo_exit_01
0xA7AB boss_ufo_set_routine_05
0xA7B4 boss_ufo_draw_thrusters
0xA7CA @load_rocket_thrusters_nametable
0xA7E9 boss_ufo_enemy_gen_tbl
0xA7F0 sound_42_part_00
0xA7F9 boss_ufo_supertile_update_ptr_tbl_3
0xA7FD boss_ufo_routine_05
0xA8 PLAYER_INDOOR_ANIM_Y
0xA814 boss_ufo_adv_routine_00
0xA814 graphic_data_14
0xA817 boss_ufo_routine_06
0xA82C boss_ufo_routine_07
0xA834 boss_ufo_routine_08
0xA83E boss_ufo_exit_02
0xA83F boss_ufo_routine_09
0xA854 boss_ufo_adv_routine_01
0xA857 boss_ufo_routine_0a
0xA878 sound_43
0xA882 sound_43_part_04
0xA885 boss_ufo_create_explosion
0xA893 boss_ufo_dec_delay_exit
0xA896 boss_ufo_exit_03
0xA897 boss_ufo_move_explosion
0xA8A2 boss_ufo_adv_to_0b
0xA8AB boss_ufo_explosion_rel_pos_tbl
0xA8B5 boss_ufo_routine_0b
0xA8DB @remove_boss
0xA8E3 boss_ufo_door_explosion_tbl
0xA8EC mini_ufo_routine_ptr_tbl
0xA8FA mini_ufo_routine_00
0xA8FB sound_44
0xA902 mini_ufo_advance_routine
0xA905 mini_ufo_routine_01
0xA916 @begin_descent
0xA922 mini_ufo_routine_02
0xA93D @set_vel_adv_routine
0xA940 graphic_data_12
0xA94B mini_ufo_exit
0xA94C mini_ufo_routine_03
0xA94F set_mini_ufo_drop_bomb_pos
0xA952 dec_mini_ufo_anim_delay_set_sprite
0xA955 set_mini_ufo_sprite
0xA96B @exit
0xA96C boss_ufo_bomb_routine_ptr_tbl
0xA974 boss_ufo_bomb_routine_00
0xA983 ice_separator_routine_ptr_tbl
0xA984 sound_44_part_00
0xA985 ice_separator_routine_00
0xA995 @exit
0xA996 @add_scroll
0xA999 fire_beam_down_routine_ptr_tbl
0xA9A1 fire_beam_down_routine_00
0xA9A8 fire_beam_add_pos_set_delay
0xA9C1 fire_beam_set_delay_adv_routine
0xA9C4 fire_beam_anim_delay_tbl
0xA9C8 fire_beam_down_routine_01
0xA9DA begin_fire_beam_attack
0xA9FD sound_45_part_00
0xAA P1_CURRENT_WEAPON
0xAA03 sound_45_part_01
0xAA07 fire_beam_dec_delay_exit
0xAA0B fire_beam_length_tbl
0xAA0E sound_45
0xAA0F fire_beam_down_routine_02
0xAA26 fire_beam_down_exit
0xAA27 set_fire_beam_delay_10_adv_routine
0xAA2B fire_beam_down_routine_03
0xAA2B sound_45_part_02
0xAA2D graphic_data_01
0xAA3F fire_beam_disable_collision_routine_01
0xAA4D fire_beam_left_routine_ptr_tbl
0xAA4F sound_45_part_03
0xAA55 fire_beam_left_routine_00
0xAA5A fire_beam_left_routine_01
0xAA5F lvl_2_pulse_volume_07
0xAA6C fire_beam_left_routine_02
0xAA6C lvl_3_pulse_volume_00
0xAA73 lvl_3_pulse_volume_01
0xAA78 lvl_3_pulse_volume_06
0xAA83 fire_beam_left_exit
0xAA84 fire_beam_left_routine_03
0xAA85 lvl_7_pulse_volume_05
0xAA92 sound_46
0xAA9C fire_beam_right_routine_ptr_tbl
0xAAA4 fire_beam_right_routine_00
0xAAAE fire_beam_right_routine_01
0xAAB3 sound_47
0xAAC3 fire_beam_right_routine_02
0xAAD4 sound_48
0xAADA fire_beam_right_exit_00
0xAADB fire_beam_delay_10_adv_routine
0xAADE fire_beam_right_routine_03
0xAAEF sound_49
0xAAF5 draw_fire_beam_if_anim_elapsed
0xAB P2_CURRENT_WEAPON
0xAB03 @draw_fire_beam_section
0xAB04 lvl_3_pulse_volume_02
0xAB11 lvl_3_pulse_volume_03
0xAB1E lvl_3_pulse_volume_04
0xAB24 fire_beam_exit
0xAB25 fire_beam_add_x_length_exit
0xAB29 draw_fire_beam_tiles
0xAB29 lvl_3_pulse_volume_05
0xAB34 sound_4e
0xAB3C @set_vars_exit
0xAB48 @exit
0xAB49 set_fire_beam_anim_delay_exit
0xAB4E fire_beam_tile_tbl
0xAB52 alt_graphic_data_04
0xAB5A animate_small_flame
0xAB5C sound_4f
0xAB77 fire_beam_not_firing_sprite_tbl
0xAB7F boss_giant_soldier_routine_ptr_tbl
0xAB86 sound_50
0xAB93 boss_giant_soldier_routine_00
0xABB2 sound_51
0xABB3 boss_giant_soldier_routine_01
0xABBC giant_soldier_adv_enemy_routine
0xABBF boss_giant_soldier_routine_02
0xABD2 lvl_7_pulse_volume_01
0xABDA lvl_7_pulse_volume_02
0xABEA level_7_nametable_update_supertile_data
0xABEA lvl_7_pulse_volume_03
0xABEB lvl_7_pulse_volume_04
0xABEC sound_4a_part_00
0xABF6 giant_soldier_set_enemy_routine_a
0xABF9 boss_giant_attack_or_walk
0xAC PLAYER_M_WEAPON_FIRE_TIME
0xAC11 @walk
0xAC2F giant_soldier_stay_still
0xAC4A giant_soldier_face_random_player
0xAC5B @set_sprite_attr
0xAC6B @set_sprite_attr_exit
0xAC6F boss_giant_soldier_jump_x_vel_tbl
0xAC77 boss_giant_soldier_walk_x_vel_tbl
0xAC7B boss_giant_soldier_routine_03
0xAC93 set_giant_soldier_palette
0xAC9F sound_4a
0xACA3 sound_4a_part_01
0xACA9 sound_4a_part_02
0xACAA @set_palette
0xACAD sound_4a_part_03
0xACB2 @exit
0xACB5 create_spiked_projectile
0xACD1 boss_giant_stay_still
0xACD4 boss_giant_soldier_routine_04
0xACE5 @boss_landing
0xACF9 @apply_gravity
0xAD0D @set_enemy_to_left_edge
0xAD0F @set_to_x_boundary
0xAD15 @exit
0xAD16 boss_giant_soldier_routine_05
0xAD1A sound_4b
0xAD1D sound_4b_part_00
0xAD22 sound_4b_part_01
0xAD25 sound_4b_part_02
0xAD2D @stay_still
0xAD30 @continue
0xAD36 sound_4b_part_03
0xAD49 boss_giant_soldier_routine_06
0xAD4A level_7_palette_data
0xAD59 sound_4b_part_04
0xAD61 boss_giant_soldier_routine_07
0xAD69 sound_4b_part_05
0xAD72 @create_explosion
0xAD7A sound_4b_part_06
0xAD81 create_giant_boss_explosion
0xAD93 boss_giant_explosion_loc_tbl
0xAD9B boss_giant_soldier_routine_08
0xAD9D sound_4b_part_07
0xADA0 @continue
0xADAD boss_giant_soldier_routine_09
0xADAD sound_4b_part_08
0xADAE level_7_nametable_update_palette_data
0xADB3 @mode_1_open_door
0xADCA @set_door_next_open_pos
0xADCA level_8_supertile_data
0xADD4 @open_door_section
0xADDF graphic_data_17
0xADFB @update_door_tiles
0xAE NEW_LIFE_INVINCIBILITY_TIMER
0xAE05 sound_4c
0xAE08 sound_4c_part_00
0xAE18 sound_4c_part_01
0xAE1B @finished_drawing_door
0xAE1E sound_4c_part_02
0xAE2C sound_4c_part_03
0xAE30 @remove_enemy
0xAE35 boss_giant_door_open_ptr_tbl
0xAE36 sound_4c_part_04
0xAE3B boss_giant_door_open_00
0xAE3F boss_giant_door_open_01
0xAE42 boss_giant_projectile_routine_ptr_tbl
0xAE43 sound_4c_part_05
0xAE48 boss_giant_projectile_routine_00
0xAE4C sound_4c_part_06
0xAE59 sound_4c_part_07
0xAE5E @find_boss_giant
0xAE63 sound_4c_part_08
0xAE68 @continue
0xAE70 sound_4c_part_09
0xAE79 sound_4c_part_0a
0xAE7B @set_y_vel_adv_routine
0xAE87 boss_giant_projectile_adv_routine
0xAE87 sound_4d
0xAE8A boss_giant_projectile_routine_01
0xAE8A sound_4d_part_00
0xAE97 sound_4d_part_01
0xAE9D draw_sprites
0xAE9F @stop_y_velocity
0xAEA2 @update_pos_exit
0xAEA5 @set_sprite_update_pos_exit
0xAEB1 @load_sprites_to_cpu_mem
0xAEB3 @load_sprite_loop
0xAEBB claw_routine_ptr_tbl
0xAEC3 claw_routine_00
0xAECC @adv_sprite
0xAED7 @fill_unused_OAM
0xAEDE claw_set_delay_adv_routine
0xAEE1 claw_frame_trigger_tbl
0xAEE2 draw_sprites_exit
0xAEE3 load_sprite_to_cpu_mem
0xAEE5 claw_routine_01
0xAEF2 @load_sprite_tbl_1
0xAEF8 @descend_claw
0xAEFA @continue_load_sprite
0xAF0A @load_regular_sprite
0xAF14 @check_delay_seek_player
0xAF21 @prep_sprite_attributes
0xAF27 claw_dec_delay_exit
0xAF29 @write_sprite_tile
0xAF2C claw_length_tbl
0xAF30 claw_routine_02
0xAF45 @continue
0xAF45 claw_routine_01_exit
0xAF46 claw_inc_tile_adv_routine
0xAF4D claw_routine_03
0xAF52 @prep_y_position
0xAF5D @write_sprite_tile_data
0xAF5F @wait_for_descent
0xAF6A animate_claw
0xAF84 @continue2
0xAF8A @set_x_adv_addr
0xAF8D @move_next_sprite_tile
0xAF95 @set_sprite_tile_x_adv_addr
0xAF9B @load_small_sprite
0xAF9E @set_anim_delay_exit
0xAFA1 @exit
0xAFA2 claw_update_nametable_ptr_tbl
0xAFB2 claw_tile_code_00
0xAFB6 claw_tile_code_01
0xAFBA claw_tile_code_02
0xAFBE @exit
0xAFBE claw_tile_code_unused_00
0xAFC0 draw_hud_sprites
0xAFC2 claw_tile_code_03
0xAFC6 claw_tile_code_unused_01
0xAFC8 @continue
0xAFCA rising_spiked_wall_routine_ptr_tbl
0xAFCC draw_player_hud_sprites
0xAFD6 rising_spiked_wall_routine_00
0xAFE7 @four_sprites
0xAFE9 @draw_sprites
0xAFEB @draw_p_sprite
0xAFF2 set_players_paused_sprite_attr
0xAFF4 @loop
0xAFF5 spiked_wall_set_collision_box
0xAFFB set_player_sprite_and_attrs
0xAFFD advance_spiked_wall_enemy_routine
0xAFFE set_player_paused_sprite_attr
0xB0 INVINCIBILITY_TIMER
0xB000 rising_spike_wall_trigger_dist_tbl
0xB007 @continue
0xB008 rising_spike_wall_delay_tbl
0xB00C rising_spiked_wall_routine_01
0xB00D @continue
0xB00E @move_to_next_player
0xB00F @set_y_to_player_sprite
0xB015 hud_sprites
0xB01D sprite_medal_x_offset
0xB01E @invincibility_check
0xB024 @continue2
0xB025 rising_spiked_wall_routine_02
0xB025 set_x_adv_OAMDMA_addr
0xB02A adv_OAMDMA_addr
0xB030 sprite_ptr_tbl_0
0xB033 @continue3
0xB034 @set_player_recoil_and_bg_priority
0xB03A @check_sprite_recoil
0xB044 @set_player_sprite_attr
0xB050 sprite_attr_start_tbl
0xB052 player_effect_xor_tbl
0xB054 set_player_sprite
0xB05B @set_out_of_water_sprite
0xB061 @continue
0xB062 @set_non_falling_player_sprite
0xB069 @set_sprite_for_sequence
0xB06E dec_delay_enable_set_vel_exit
0xB071 rising_spiked_wall_exit
0xB072 @indoor_boss_set_player_sprite
0xB072 rising_spiked_wall_data_tbl
0xB075 @set_outdoor_player_sprite_for_sequence
0xB07A graphic_data_15
0xB081 player_small_seq_sprite_tbl
0xB084 big_seq_sprite
0xB086 set_player_frame_sprite
0xB087 rising_spiked_wall_routine_04
0xB091 spiked_wall_routine_02
0xB093 set_player_frame_sprite_from_a
0xB09C rising_spiked_wall_routine_05
0xB0BA @set_player_horizontal_flip
0xB0BD player_frame_sprite_type_tbl
0xB0C7 player_frame_sprite_ptr_tbl
0xB0CD @continue
0xB0D1 player_frame_sprite_tbl_00
0xB0D7 player_frame_sprite_tbl_01
0xB0DD player_frame_sprite_tbl_02
0xB0E3 player_frame_sprite_tbl_03
0xB0E3 remove_spiked_wall
0xB0E6 spiked_wall_destroyed_update_tbl
0xB0E9 player_frame_sprite_tbl_04
0xB0EF set_outdoor_player_death_sprite
0xB0FB spiked_wall_routine_ptr_tbl
0xB103 @continue
0xB103 spiked_wall_routine_00
0xB11A spiked_wall_destroyed_data_tbl
0xB11D @exit
0xB11E mine_cart_generator_routine_ptr_tbl
0xB11E player_death_sprite_tbl
0xB122 mine_cart_generator_routine_00
0xB128 set_player_sprite_05
0xB12A set_player_sprite_to_a
0xB12C mine_cart_generator_routine_01
0xB12C set_player_horizontal_flip
0xB12E sprite_ptr_tbl_1
0xB138 @continue
0xB13B set_player_jump_sprite
0xB144 @continue
0xB152 @set_sprite_inc_frame
0xB15C graphic_data_16
0xB166 @exit
0xB169 @check_generated_cart_status
0xB173 @set_anim_frame_exit
0xB175 @exit
0xB176 player_curled_sprite_code_tbl
0xB179 cart_routine_exit
0xB17A moving_cart_routine_ptr_tbl
0xB17A set_player_water_sprite_and_state
0xB186 moving_cart_routine_00
0xB1A3 @continue
0xB1AD @set_enter_water_sprite
0xB1C0 cart_bg_collision
0xB1C5 set_player_water_sprite_flip
0xB1CE sprite_01
0xB1CF sprite_02
0xB1D0 set_cart_explosion
0xB1D3 @exit
0xB1D4 set_player_in_water_sprite
0xB1D5 cart_collision_config_tbl
0xB1D8 player_walking_1_bottom
0xB1D9 immobile_cart_generator_routine_ptr_tbl
0xB1DD @set_player_water_sprite_and_state
0xB1E4 sprite_03
0xB1E5 immobile_cart_generator_routine_00
0xB1EA cart_advance_enemy_routine
0xB1ED init_cart_vel_and_y_pos
0xB1ED player_walking_2_bottom
0xB1F8 @in_water_not_firing
0xB1F9 sprite_04
0xB1FB immobile_cart_generator_routine_01
0xB2 PLAYER_WATER_STATE
0xB200 @set_sprite_flip_check_collision
0xB200 rising_spiked_wall_routine_03
0xB202 player_bottom
0xB203 boss_door_routine_ptr_tbl
0xB20E sprite_05
0xB211 boss_door_routine_00
0xB212 @check_anim_frame_and_collision
0xB219 boss_door_routine_01
0xB21A sprite_06
0xB21E @clear_sprite_flip_check_collision
0xB222 @check_ground_collision
0xB226 sprite_07
0xB227 @exit
0xB228 boss_door_routine_02
0xB229 sprite_08
0xB235 @continue
0xB23A sprite_09
0xB23C boss_door_exit
0xB23D boss_door_adv_enemy_routine
0xB240 boss_door_routine_05
0xB243 boss_door_add_20_to_y_pos
0xB247 sprite_0a
0xB248 boss_door_routine_06
0xB24C @clear_horizontal_flip_exit
0xB250 @set_horizontal_flip_flag_exit
0xB252 @exit
0xB253 player_walk_out_of_water
0xB258 sprite_0b
0xB25A level_8_nametable_update_supertile_data
0xB262 @almost_out_of_water
0xB262 short_text_pointer_table
0xB269 sprite_0c
0xB26C clear_water_vars_set_y_pos
0xB272 boss_door_update_supertile_tbl
0xB274 boss_mortar_routine_ptr_tbl
0xB27A sprite_0d
0xB27C player_water_sprite_tbl
0xB284 boss_mortar_routine_00
0xB28A sprite_0e
0xB290 player_water_firing_sprite_tbl
0xB294 text_stage
0xB298 @set_delay_adv_routine
0xB29A boss_mortar_routine_01
0xB29A sprite_0f
0xB29B player_facing_side
0xB29E text_game_over
0xB2A4 set_indoor_player_sprite_for_sequence
0xB2A9 indoor_player_sprite_tbl
0xB2AA sprite_10
0xB2AA text_game_over2
0xB2B5 @exit
0xB2B6 @enable_adv_routine
0xB2B6 sprite_11
0xB2B6 text_game_over3
0xB2B9 player_sprite_indoor_walking_animation
0xB2BF @continue
0xB2C0 mortar_set_delay_adv_routine
0xB2C2 player_sprite_indoor_elevator
0xB2C2 sprite_12
0xB2C2 text_continue
0xB2C3 boss_mortar_routine_02
0xB2C6 player_sprite_indoor_facing_up
0xB2CA player_sprite_indoor_electrocuted
0xB2CE player_sprite_indoor_crouch
0xB2CE sprite_13
0xB2CF text_end
0xB2D0 set_player_sprite_code_to_a
0xB2D3 player_sprite_indoor_walking_to_back
0xB2D3 text_play_select
0xB2DE sprite_14
0xB2E1 text_1_player
0xB2E2 @continue
0xB2E7 @exit
0xB2E8 @disable_collision_adv_routine
0xB2EC player_sprite_indoor_dead
0xB2EC text_2_players
0xB2EE sprite_15
0xB2EF boss_mortar_routine_03
0xB2F8 @continue
0xB2F8 text_rest
0xB2FE sprite_16
0xB2FF indoor_boss_set_player_sprite
0xB302 text_rest2
0xB304 indoor_boss_player_sprite_tbl
0xB304 mortar_exit
0xB305 boss_mortar_set_routine_01
0xB30C text_hi
0xB30D graphic_data_18
0xB30E indoor_boss_player_aiming_up_sprite
0xB30E sprite_17
0xB30F boss_mortar_routine_04
0xB319 level_1_header
0xB319 level_headers
0xB319 text_1p
0xB31B boss_mortar_update_tiles
0xB31E boss_mortar_update_tiles_a
0xB31F sprite_18
0xB320 water_splash
0xB326 text_2p
0xB328 sprite_19
0xB32A @set_delay_exit
0xB32E boss_soldier_generator_routine_ptr_tbl
0xB331 sprite_1a
0xB333 transition_screen_palettes
0xB338 boss_soldier_generator_routine_00
0xB339 level_2_header
0xB33A sprite_1b
0xB33C boss_soldier_generator_routine_01
0xB345 intro_sprite_palettes
0xB349 @stop_soldier_gen
0xB34A sprite_1c
0xB34E @draw_door_check_if_gen_soldiers
0xB356 sprite_1d
0xB356 text_jungle
0xB359 level_3_header
0xB35D @exit
0xB35E @init_gen_soldiers
0xB35E load_demo_input_table
0xB360 text_base1
0xB366 sprite_1e
0xB369 sprite_1f
0xB36A @player_loop
0xB36A text_waterfall
0xB36C set_player_demo_input
0xB36C sprite_20
0xB36F sprite_21
0xB371 @gen_from_left
0xB372 @prep_soldiers_to_gen_adv_routine
0xB372 sprite_22
0xB375 sprite_23
0xB376 text_base2
0xB378 sprite_24
0xB379 level_4_header
0xB380 text_snow_field
0xB381 sprite_25
0xB384 sprite_26
0xB388 boss_soldier_generator_adv_routine
0xB38B boss_soldier_num_soldiers_tbl
0xB38D text_energy_zone
0xB38F boss_soldier_generator_routine_02
0xB395 sprite_27
0xB399 level_5_header
0xB39B text_hangar
0xB39D @dec_input_frame_count
0xB39E soldier_bottom_0
0xB39F @continue
0xB3A5 text_alien_lair
0xB3A6 sprite_28
0xB3B2 sprite_29
0xB3B4 intro_background_palette2
0xB3B7 @init_random_soldier_exit
0xB3B7 @m_or_laser
0xB3B9 level_6_header
0xB3BC @set_soldier_attr_delay_exit
0xB3BF @fire_weapon_input
0xB3C3 sprite_2a
0xB3C4 hangar_mine_cart
0xB3C7 check_player_fire
0xB3C8 @set_attack_delay_exit
0xB3CB @exit
0xB3CB player_demo_input_chg_player
0xB3CC @set_delay_adv_routine
0xB3CF end_demo_level
0xB3D0 boss_soldier_generator_routine_03
0xB3D2 demo_input_pointer_table
0xB3D9 level_7_header
0xB3DB @player_shoot_test
0xB3DC sprite_2b
0xB3DD @exit
0xB3DE @door_closed
0xB3DE demo_input_tbl_l1_p1
0xB3E8 sprite_2c
0xB3EA @m_or_l_weapon
0xB3F0 @weapon
0xB3F1 boos_soldier_door_open_delay_tbl
0xB3F4 @continue
0xB3F5 boss_soldier_generator_routine_04
0xB3F8 boss_soldier_draw_door
0xB3F9 level_8_header
0xB3FD sprite_2d
0xB3FE @set_and_exit
0xB4 PLAYER_DEATH_FLAG
0xB400 check_player_fire_exit
0xB401 run_create_bullet_routine
0xB409 @run_create_bullet_routine
0xB412 sprite_2e
0xB418 @set_delay_exit
0xB419 load_screen_enemy_data
0xB41C @set_carry_exit
0xB41E boss_soldier_nametable_update_tbl
0xB423 sprite_2f
0xB424 alien_guardian_routine_ptr_tbl
0xB425 @jump_shoot_down
0xB427 @fire_weapon_routine
0xB428 weapon_wings
0xB430 sprite_30
0xB438 demo_input_tbl_l1_p2
0xB438 sprite_31
0xB43B load_enemy_outdoor_level
0xB43E fire_weapon_routine
0xB43E set_game_completion_10x
0xB440 sprite_32
0xB441 fire_weapon_routine_ptr_tbl
0xB446 mv_low_nibble_to_high
0xB448 sprite_33
0xB44B alien_guardian_routine_00
0xB450 sprite_34
0xB452 @continue
0xB455 fire_weapon_routine_standard
0xB458 sprite_35
0xB45A init_bullet_pos_and_velocity
0xB460 fire_weapon_routine_indoor_standard
0xB461 set_guardian_and_heart_enemy_hp
0xB464 read_enemy_data_byte_3
0xB465 init_indoor_bullet_pos_and_vel
0xB46E fire_weapon_routine_m
0xB473 gen_m_bullet_exit
0xB475 weapon_routine_exit
0xB476 @set_max_hp
0xB476 fire_weapon_routine_indoor_m
0xB476 set_enemy_slot_data
0xB478 @set_enemy_hp
0xB479 sprite_36
0xB47C alien_guardian_routine_01
0xB47C gen_m_bullet_if_delay_met
0xB486 @continue
0xB488 @continue
0xB48A demo_input_tbl_l2_p1
0xB48E @update_nametable_adv_routine
0xB48E sprite_37
0xB496 @draw_mouth_adv_routine
0xB497 sprite_38
0xB498 @handle_horizontal
0xB49A @gen_m_bullet
0xB4A6 @no_bullet_created
0xB4A7 load_enemy_repeat_data
0xB4AE fire_weapon_routine_f
0xB4AE load_screen_enemy_data_exit
0xB4AF load_enemy_indoor_level
0xB4B0 sprite_39
0xB4B2 @draw_alien_guardian_closed_mouth
0xB4B7 @draw_alien_guardian_mouth
0xB4B9 fire_weapon_routine_indoor_f
0xB4BD @draw_lower_jaw_adv_routine
0xB4C8 @exit
0xB4C9 draw_alien_guardian_supertile
0xB4CA fire_weapon_routine_s
0xB4CE @loop
0xB4D1 sprite_3a
0xB4D4 @continue
0xB4D7 @load_indoor_enemy
0xB4E2 weapon_s_l_exit
0xB4E3 init_s_bullet_pos_and_vel
0xB4E5 draw_alien_guardian_top_jaw
0xB4F2 sprite_3b
0xB4F6 @get_x_pos
0xB4FA level_8_palette_data
0xB4FB soldier_bottom_1
0xB4FC demo_input_tbl_l2_p2
0xB4FD draw_alien_guardian_lower_jaw
0xB502 @outdoor_or_indoor_boss
0xB503 sprite_3c
0xB505 @set_y_attrs_continue
0xB506 @continue
0xB508 fire_weapon_routine_l
0xB513 @continue
0xB513 level_enemy_screen_ptr_ptr_tbl
0xB514 sprite_3d
0xB51B draw_alien_boss_supertiles
0xB51D soldier_bottom_3
0xB51F @set_slot_loop
